Floor;-0.0288971;0.9995338;0.009858351;1.051512;
Head;1.289805;0.4989409;3.268238;
ShoulderCenter;1.390424;0.2982209;3.253238;
ShoulderRight;1.411208;0.1778865;3.10163;
ShoulderLeft;1.322675;0.1847065;3.399268;
ElbowRight;1.434468;-0.03540892;2.970169;
ElbowLeft;1.298065;-0.1187966;3.457441;
WristRight;1.394614;-0.2892116;2.907318;
WristLeft;1.223679;-0.3425173;3.443769;
HandRight;1.391124;-0.3887548;2.899151;
HandLeft;1.217274;-0.3905548;3.442052;
Spine;1.320601;-0.06209737;3.187593;
HipCenter;1.306636;-0.134161;3.177891;
HipRight;1.313504;-0.2030514;3.096874;
HipLeft;1.273664;-0.1999824;3.231065;
KneeRight;1.212216;-0.6389859;3.061313;
KneeLeft;1.412528;-0.6393818;3.221422;
AnkleRight;1.389271;-0.9623892;3.033826;
AnkleLeft;1.364458;-0.9837629;3.056128;
FootRight;1.354568;-1.045728;3.039234;
FootLeft;1.313564;-1.041481;3.103639;
Head;1.27407;0.4886861;3.259376;
ShoulderCenter;1.372791;0.2939197;3.256388;
ShoulderRight;1.387605;0.1715808;3.099505;
ShoulderLeft;1.272684;0.1663124;3.375986;
ElbowRight;1.415207;-0.07466049;2.967825;
ElbowLeft;1.253406;-0.1116863;3.445861;
WristRight;1.384538;-0.3068476;2.912204;
WristLeft;1.162813;-0.3311363;3.417306;
HandRight;1.381463;-0.3905231;2.906602;
HandLeft;1.168614;-0.4042194;3.417121;
Spine;1.298554;-0.06505565;3.193439;
HipCenter;1.283603;-0.1368096;3.18437;
HipRight;1.293178;-0.2074332;3.099811;
HipLeft;1.240958;-0.2092656;3.242179;
KneeRight;1.162579;-0.6427374;3.064796;
KneeLeft;1.389176;-0.6593802;3.22575;
AnkleRight;1.314732;-0.9940796;3.061887;
AnkleLeft;1.435812;-0.9844019;3.134572;
FootRight;1.213976;-1.058767;3.053528;
FootLeft;1.332668;-1.007843;3.077844;
Head;1.264623;0.4529017;3.2535;
ShoulderCenter;1.338821;0.2922444;3.262953;
ShoulderRight;1.36319;0.1712828;3.1005;
ShoulderLeft;1.240693;0.1607331;3.37223;
ElbowRight;1.401923;-0.06452218;2.972973;
ElbowLeft;1.218265;-0.1083549;3.456886;
WristRight;1.375056;-0.3063998;2.916098;
WristLeft;1.10546;-0.3140123;3.411801;
HandRight;1.361979;-0.3945843;2.90081;
HandLeft;1.078859;-0.378817;3.396446;
Spine;1.267226;-0.07216947;3.193182;
HipCenter;1.252668;-0.1450489;3.182755;
HipRight;1.268928;-0.2104717;3.101971;
HipLeft;1.213129;-0.2152528;3.234673;
KneeRight;1.099133;-0.6256329;3.065902;
KneeLeft;1.334508;-0.6792725;3.234842;
AnkleRight;1.184194;-1.013165;3.03806;
AnkleLeft;1.420305;-0.9810299;3.138308;
FootRight;1.081695;-1.067391;3.04006;
FootLeft;1.336439;-1.045471;3.132081;
Head;1.211206;0.4554601;3.276167;
ShoulderCenter;1.286049;0.2879319;3.262314;
ShoulderRight;1.312935;0.1658923;3.100438;
ShoulderLeft;1.214173;0.1655039;3.388554;
ElbowRight;1.369874;-0.07185996;2.978735;
ElbowLeft;1.173358;-0.1102279;3.453265;
WristRight;1.342024;-0.3152539;2.936136;
WristLeft;1.046978;-0.3051802;3.386196;
HandRight;1.35489;-0.3984481;2.902648;
HandLeft;1.020847;-0.3726006;3.373012;
Spine;1.225371;-0.08067835;3.192178;
HipCenter;1.21371;-0.1541632;3.18165;
HipRight;1.223717;-0.2186644;3.106209;
HipLeft;1.182614;-0.2178979;3.230535;
KneeRight;1.071855;-0.6345228;3.063767;
KneeLeft;1.184244;-0.6527913;3.136307;
AnkleRight;1.046412;-1.000063;3.022128;
AnkleLeft;1.41295;-0.9772013;3.137564;
FootRight;0.9633976;-1.057871;3.020288;
FootLeft;1.385749;-1.056447;3.133134;
Head;1.184588;0.4471034;3.265007;
ShoulderCenter;1.253648;0.2804611;3.25063;
ShoulderRight;1.288725;0.1583286;3.098128;
ShoulderLeft;1.164121;0.1404372;3.390155;
ElbowRight;1.337844;-0.08236682;2.982276;
ElbowLeft;1.130768;-0.1073927;3.444134;
WristRight;1.321906;-0.323561;2.926296;
WristLeft;1.015041;-0.306474;3.390158;
HandRight;1.310138;-0.4079275;2.905387;
HandLeft;0.9640663;-0.3630846;3.348884;
Spine;1.197748;-0.08194903;3.183677;
HipCenter;1.18619;-0.1545132;3.173574;
HipRight;1.201183;-0.2198244;3.094616;
HipLeft;1.145537;-0.2258665;3.223842;
KneeRight;1.071356;-0.6433388;3.061144;
KneeLeft;1.131722;-0.6699306;3.119257;
AnkleRight;0.9517403;-0.9934264;3.020869;
