Floor;-0.02685815;0.9996341;0.003183006;1.061754;
Head;1.4535;0.6063777;3.401768;
ShoulderCenter;1.530036;0.4057172;3.355129;
ShoulderRight;1.564228;0.2925259;3.191129;
ShoulderLeft;1.443743;0.2414028;3.434856;
ElbowRight;1.604853;0.05080873;3.062798;
ElbowLeft;1.451586;0.02312134;3.553561;
WristRight;1.547444;-0.2055089;3.019629;
WristLeft;1.367829;-0.2255583;3.568681;
HandRight;1.540557;-0.3224868;3.008626;
HandLeft;1.30298;-0.3022085;3.540921;
Spine;1.465131;0.005532861;3.283712;
HipCenter;1.45215;-0.07450402;3.273146;
HipRight;1.46873;-0.1279216;3.19975;
HipLeft;1.414512;-0.150927;3.320264;
KneeRight;1.443261;-0.598462;3.147157;
KneeLeft;1.474928;-0.7499092;3.318733;
AnkleRight;1.630549;-0.9347174;3.133757;
AnkleLeft;1.568371;-1.001876;3.194746;
FootRight;1.600629;-1.015244;3.134262;
FootLeft;1.567948;-1.034176;3.306394;
Head;1.395961;0.6052486;3.388612;
ShoulderCenter;1.512452;0.4077201;3.348401;
ShoulderRight;1.552535;0.2940414;3.193957;
ShoulderLeft;1.401592;0.2348858;3.467757;
ElbowRight;1.594653;0.03157969;3.047602;
ElbowLeft;1.389907;-0.007065719;3.557754;
WristRight;1.52104;-0.2297479;3.009898;
WristLeft;1.280214;-0.2086585;3.575704;
HandRight;1.515475;-0.3084999;3.00315;
HandLeft;1.233357;-0.2621977;3.571356;
Spine;1.431672;0.04985148;3.286825;
HipCenter;1.417833;-0.02198622;3.278636;
HipRight;1.435027;-0.0822594;3.196151;
HipLeft;1.372164;-0.1095354;3.33309;
KneeRight;1.374176;-0.6023496;3.164029;
KneeLeft;1.557058;-0.6044676;3.291075;
AnkleRight;1.557557;-0.9564915;3.126302;
AnkleLeft;1.504525;-0.9827553;3.164814;
FootRight;1.481915;-1.014815;3.129387;
FootLeft;1.469458;-1.040183;3.208417;
Head;1.346305;0.6164204;3.396048;
ShoulderCenter;1.455999;0.4134341;3.340869;
ShoulderRight;1.499423;0.2988749;3.203232;
ShoulderLeft;1.345873;0.2099238;3.435727;
ElbowRight;1.557714;0.0384224;3.052523;
ElbowLeft;1.352353;-0.009502379;3.573561;
WristRight;1.488541;-0.2265876;3.012129;
WristLeft;1.20295;-0.1834917;3.575547;
HandRight;1.484043;-0.3124869;2.9972;
HandLeft;1.123135;-0.2108283;3.560926;
Spine;1.385018;0.01383753;3.286615;
HipCenter;1.370822;-0.06608179;3.2794;
HipRight;1.393016;-0.1156176;3.209013;
HipLeft;1.323919;-0.1556455;3.327642;
KneeRight;1.344414;-0.6072657;3.180633;
KneeLeft;1.515605;-0.6260182;3.297989;
AnkleRight;1.467964;-0.9848602;3.148336;
AnkleLeft;1.490343;-0.9921814;3.153281;
FootRight;1.353757;-1.039998;3.148637;
FootLeft;1.367339;-1.025964;3.143569;
Head;1.328587;0.6187701;3.382894;
ShoulderCenter;1.422127;0.4074361;3.337826;
ShoulderRight;1.471848;0.2904001;3.202766;
ShoulderLeft;1.326662;0.2276125;3.455467;
ElbowRight;1.507736;0.04368481;3.049833;
ElbowLeft;1.294169;0.003464078;3.58459;
WristRight;1.461271;-0.2300921;3.013319;
WristLeft;1.104114;-0.1586993;3.546685;
HandRight;1.450791;-0.3067962;3.010095;
HandLeft;1.038416;-0.1714174;3.516463;
Spine;1.358199;0.00911606;3.277236;
HipCenter;1.345109;-0.07060225;3.268841;
HipRight;1.358711;-0.1313142;3.186672;
HipLeft;1.303874;-0.1567939;3.322066;
KneeRight;1.24844;-0.622436;3.172457;
KneeLeft;1.386197;-0.6350209;3.254585;
AnkleRight;1.296682;-0.9820918;3.105206;
AnkleLeft;1.535034;-0.9929973;3.227482;
FootRight;1.223199;-1.048286;3.124439;
FootLeft;1.499748;-1.070133;3.209131;
Head;1.261218;0.6243089;3.373173;
ShoulderCenter;1.385167;0.425116;3.342391;
ShoulderRight;1.42482;0.2856706;3.209618;
ShoulderLeft;1.282598;0.2551175;3.476999;
ElbowRight;1.485706;0.04215244;3.054989;
ElbowLeft;1.274332;0.01007837;3.57952;
WristRight;1.441255;-0.2338284;3.012353;
WristLeft;1.058352;-0.1156539;3.52575;
HandRight;1.438994;-0.3163188;3.011842;
HandLeft;0.9802393;-0.1389473;3.47194;
Spine;1.329901;0.02772804;3.27681;
HipCenter;1.318678;-0.05183607;3.267497;
HipRight;1.343107;-0.1208745;3.185321;
HipLeft;1.273456;-0.1311041;3.321711;
KneeRight;1.203366;-0.615458;3.175198;
KneeLeft;1.307759;-0.632111;3.237669;
AnkleRight;1.167305;-0.9887145;3.109966;
AnkleLeft;1.564609;-0.9857043;3.239749;
FootRight;1.080399;-1.05266;3.133351;
FootLeft;1.517181;-1.053234;3.222794;
Head;1.206209;0.6027455;3.357152;
ShoulderCenter;1.329468;0.4045973;3.341093;
ShoulderRight;1.385284;0.2758912;3.200981;
ShoulderLeft;1.244791;0.2191528;3.466645;
ElbowRight;1.438991;0.009052569;3.054832;
ElbowLeft;1.204992;0.004140856;3.58523;
WristRight;1.384565;-0.2554221;3.031141;
WristLeft;0.9783556;-0.1026442;3.480799;
HandRight;1.381995;-0.3326911;3.016111;
HandLeft;0.8945053;-0.1340096;3.439268;
Spine;1.276681;-0.003979929;3.268562;
HipCenter;1.266123;-0.08569538;3.257755;
HipRight;1.287902;-0.142718;3.180431;
HipLeft;1.226366;-0.1678333;3.30713;
KneeRight;1.199193;-0.6229639;3.181375;
KneeLeft;1.218843;-0.6230485;3.216679;
AnkleRight;1.048785;-0.9895077;3.127391;
AnkleLeft;1.524513;-0.9482675;3.232931;
FootRight;0.9476568;-1.037974;3.135925;
FootLeft;1.528006;-1.035708;3.227168;
Head;1.172713;0.5822809;3.384799;
ShoulderCenter;1.290481;0.3785408;3.325328;
ShoulderRight;1.336078;0.2632767;3.195575;
ShoulderLeft;1.219028;0.2083047;3.486265;
ElbowRight;1.402875;-0.02257572;3.065869;
ElbowLeft;1.17842;-0.004882931;3.57563;
WristRight;1.35192;-0.2695781;3.025114;
WristLeft;0.9665417;-0.09463975;3.478466;
HandRight;1.354567;-0.3438002;3.019886;
HandLeft;0.8730103;-0.1095951;3.444189;
Spine;1.245413;-0.01102262;3.263231;
HipCenter;1.235659;-0.08982329;3.254;
HipRight;1.250115;-0.1497407;3.172533;
HipLeft;1.19939;-0.1742165;3.307364;
KneeRight;1.113775;-0.6360469;3.201436;
KneeLeft;1.430953;-0.6371754;3.323436;
AnkleRight;0.96714;-0.9903638;3.151819;
AnkleLeft;1.551558;-0.9773349;3.235963;
FootRight;0.8625429;-1.017606;3.136694;
FootLeft;1.52777;-1.055102;3.237467;
Head;1.139343;0.5820706;3.380145;
ShoulderCenter;1.237813;0.3683527;3.32572;
ShoulderRight;1.297845;0.2570752;3.194356;
ShoulderLeft;1.193342;0.2371967;3.523924;
ElbowRight;1.353598;-0.02106614;3.060381;
ElbowLeft;1.103454;-0.004542918;3.549295;
WristRight;1.295835;-0.2815453;3.017068;
WristLeft;0.8921102;-0.08380713;3.468765;
HandRight;1.292645;-0.3595455;3.016467;
HandLeft;0.827869;-0.08315957;3.456219;
Spine;1.195249;0.02030942;3.267161;
HipCenter;1.186736;-0.04929925;3.25909;
HipRight;1.200559;-0.1146804;3.17772;
HipLeft;1.155875;-0.1232457;3.313264;
KneeRight;1.236384;-0.5422637;3.212327;
KneeLeft;1.42235;-0.6379585;3.321835;
AnkleRight;0.9695069;-0.9102468;3.167248;
AnkleLeft;1.548648;-0.9769949;3.235749;
FootRight;0.8877417;-0.9500122;3.141593;
FootLeft;1.544135;-1.057048;3.240164;
Head;1.076074;0.5728959;3.377307;
ShoulderCenter;1.189667;0.3679591;3.31564;
ShoulderRight;1.241499;0.2470289;3.190694;
ShoulderLeft;1.108284;0.2007481;3.455939;
ElbowRight;1.303605;-0.0314321;3.057805;
ElbowLeft;1.053458;-0.0164422;3.525156;
WristRight;1.26231;-0.2844955;3.018351;
WristLeft;0.8411763;-0.1041543;3.461445;
HandRight;1.240705;-0.3736096;2.995641;
HandLeft;0.7473031;-0.1435888;3.453885;
Spine;1.147656;0.004302621;3.259501;
HipCenter;1.139338;-0.06842799;3.25192;
HipRight;1.159342;-0.1451804;3.15296;
HipLeft;1.099395;-0.1660068;3.319527;
KneeRight;1.160912;-0.5759264;3.203993;
KneeLeft;1.386712;-0.635124;3.322702;
AnkleRight;0.9122673;-0.9610296;3.172522;
AnkleLeft;1.53449;-0.9659555;3.232652;
FootRight;0.8195782;-1.013732;3.166041;
FootLeft;1.458408;-1.004857;3.196233;
Head;1.028465;0.570374;3.327491;
ShoulderCenter;1.147924;0.3716062;3.314123;
ShoulderRight;1.203204;0.244846;3.184329;
ShoulderLeft;1.049124;0.1836622;3.401124;
ElbowRight;1.249232;-0.04007084;3.052636;
ElbowLeft;1.00451;-0.01449991;3.506315;
WristRight;1.207168;-0.2857588;3.0107;
WristLeft;0.7993612;-0.1229494;3.456193;
HandRight;1.192322;-0.372465;3.001147;
HandLeft;0.7031074;-0.1589123;3.443914;
Spine;1.094377;-0.02553782;3.246878;
HipCenter;1.084435;-0.1050337;3.237093;
HipRight;1.109425;-0.1568727;3.162213;
HipLeft;1.042384;-0.1896304;3.285729;
KneeRight;1.14958;-0.5771546;3.222352;
KneeLeft;1.311207;-0.6534017;3.305576;
AnkleRight;0.9079173;-0.9718673;3.18638;
AnkleLeft;1.529001;-0.961021;3.23598;
FootRight;0.8158345;-1.027632;3.175849;
FootLeft;1.515;-1.03864;3.222898;
Head;1.001477;0.579098;3.334815;
ShoulderCenter;1.093977;0.3652542;3.302433;
ShoulderRight;1.158031;0.2447503;3.16799;
