Floor;-0.02809845;0.9996039;0.001617654;1.072008;
Head;1.131193;0.6756123;3.50317;
ShoulderCenter;1.23326;0.5029663;3.46332;
ShoulderRight;1.296214;0.379786;3.318561;
ShoulderLeft;1.113369;0.2355968;3.603363;
ElbowRight;1.240779;0.1749569;3.208922;
ElbowLeft;1.097263;0.06883258;3.564575;
WristRight;1.128443;-0.02232118;3.189271;
WristLeft;1.059424;-0.1545037;3.534033;
HandRight;1.07356;-0.07793866;3.180563;
HandLeft;1.033621;-0.2100035;3.583381;
Spine;1.204404;0.1387773;3.414858;
HipCenter;1.198632;0.06593943;3.408753;
HipRight;1.232003;0.0003271252;3.308533;
HipLeft;1.149723;-0.06455799;3.477902;
KneeRight;1.265044;-0.644597;3.31805;
KneeLeft;1.154447;-0.6307603;3.433474;
AnkleRight;1.56669;-0.9233409;3.239391;
AnkleLeft;1.133375;-0.9714537;3.378886;
FootRight;1.443601;-0.9571177;3.276635;
FootLeft;1.07351;-1.049345;3.38159;
Head;1.131391;0.6748044;3.507581;
ShoulderCenter;1.209465;0.5038868;3.471512;
ShoulderRight;1.270884;0.386216;3.326079;
ShoulderLeft;1.142742;0.3645746;3.603445;
ElbowRight;1.205443;0.128674;3.217729;
ElbowLeft;1.076992;0.09379455;3.55746;
WristRight;1.088826;-0.1233958;3.174894;
WristLeft;1.028999;-0.1488226;3.558342;
HandRight;1.033895;-0.1993848;3.175729;
HandLeft;0.9923421;-0.2075166;3.562174;
Spine;1.15063;0.07942759;3.412526;
HipCenter;1.140968;-0.005545683;3.404272;
HipRight;1.156661;-0.09664539;3.293693;
HipLeft;1.103327;-0.107483;3.482911;
KneeRight;1.229176;-0.6426126;3.314631;
KneeLeft;1.136069;-0.6277602;3.420466;
AnkleRight;1.497239;-0.9258273;3.25093;
AnkleLeft;1.135688;-0.9606196;3.393387;
FootRight;1.499583;-1.00048;3.236671;
FootLeft;1.0833;-1.037218;3.384084;
Head;1.131832;0.7322235;3.546054;
ShoulderCenter;1.162884;0.5168185;3.469873;
ShoulderRight;1.246198;0.3875201;3.33432;
ShoulderLeft;1.119609;0.3656033;3.618057;
ElbowRight;1.199557;0.1197898;3.219147;
ElbowLeft;1.027651;0.1069585;3.549619;
WristRight;1.10406;-0.1128167;3.168792;
WristLeft;0.9965315;-0.1061664;3.561691;
HandRight;1.071274;-0.2023115;3.170095;
HandLeft;0.9918516;-0.2013712;3.561942;
Spine;1.13313;0.08242024;3.406887;
HipCenter;1.125132;-0.003611041;3.398156;
HipRight;1.145444;-0.09294841;3.291324;
HipLeft;1.086459;-0.1019958;3.471998;
KneeRight;1.144197;-0.6236572;3.327074;
KneeLeft;1.096437;-0.6467704;3.398441;
AnkleRight;1.424458;-0.9369495;3.259368;
AnkleLeft;1.135572;-0.9607751;3.394662;
FootRight;1.363375;-1.026613;3.241957;
FootLeft;1.084368;-1.037193;3.383615;
Head;1.060091;0.6714126;3.510709;
ShoulderCenter;1.147305;0.5104623;3.465711;
ShoulderRight;1.223925;0.389255;3.334843;
ShoulderLeft;1.05196;0.3519877;3.584683;
ElbowRight;1.189047;0.1135233;3.216012;
ElbowLeft;0.9907029;0.06154348;3.562096;
WristRight;1.100353;-0.1282817;3.167275;
WristLeft;0.9481544;-0.1919067;3.559353;
HandRight;1.082846;-0.2192632;3.159398;
HandLeft;0.9339716;-0.2763901;3.563549;
Spine;1.079724;0.07553434;3.424048;
HipCenter;1.068461;-0.01053166;3.419542;
HipRight;1.093114;-0.09072766;3.326963;
HipLeft;1.020576;-0.1078753;3.491114;
KneeRight;1.064886;-0.5520788;3.316689;
KneeLeft;1.158748;-0.559948;3.43198;
AnkleRight;1.309734;-0.9213001;3.240156;
AnkleLeft;1.13513;-0.9718713;3.389253;
FootRight;1.281736;-1.020602;3.245859;
FootLeft;1.06873;-1.04458;3.387199;
Head;1.005688;0.6903089;3.491136;
ShoulderCenter;1.110759;0.5115585;3.464546;
ShoulderRight;1.174023;0.3870893;3.340531;
ShoulderLeft;1.043279;0.3689014;3.586347;
ElbowRight;1.181849;0.1068853;3.217322;
ElbowLeft;0.9785743;0.06086123;3.562421;
WristRight;1.110868;-0.178301;3.164642;
WristLeft;0.9501872;-0.2015588;3.611711;
HandRight;1.129304;-0.2731667;3.162915;
HandLeft;0.9399273;-0.2735483;3.661157;
Spine;1.055548;0.1531294;3.39317;
HipCenter;1.045744;0.0814065;3.382616;
HipRight;1.063977;-0.007448466;3.273643;
HipLeft;1.00274;-0.01095174;3.450728;
KneeRight;1.039909;-0.6324028;3.326731;
KneeLeft;1.092441;-0.5704307;3.419656;
AnkleRight;1.234897;-0.9683762;3.246172;
AnkleLeft;1.136849;-0.998684;3.335722;
FootRight;1.176069;-1.036326;3.2501;
FootLeft;1.07232;-1.044122;3.376694;
Head;0.9629459;0.660597;3.507984;
ShoulderCenter;1.071509;0.5196607;3.459717;
ShoulderRight;1.142173;0.3865718;3.333848;
ShoulderLeft;1.025905;0.3744569;3.587742;
ElbowRight;1.161035;0.08293272;3.212727;
ElbowLeft;0.9423481;0.09119692;3.561362;
WristRight;1.129904;-0.1895957;3.156463;
WristLeft;0.892193;-0.1919015;3.618852;
HandRight;1.140706;-0.271389;3.155933;
HandLeft;0.8522311;-0.2569515;3.639084;
Spine;1.043493;0.1521273;3.385585;
HipCenter;1.035736;0.0793585;3.374454;
HipRight;1.052387;-0.01120407;3.260688;
HipLeft;0.9978859;-0.0135586;3.444943;
KneeRight;0.9564682;-0.6224414;3.335906;
KneeLeft;1.097979;-0.5835407;3.441494;
AnkleRight;1.149054;-0.9634913;3.277459;
AnkleLeft;1.078583;-0.9862392;3.37499;
FootRight;1.082785;-1.027308;3.255507;
FootLeft;1.022767;-1.062035;3.360247;
Head;0.9383381;0.7135987;3.50539;
ShoulderCenter;1.05057;0.5217034;3.458228;
ShoulderRight;1.103297;0.3878124;3.33539;
ShoulderLeft;0.9751527;0.3578305;3.619529;
ElbowRight;1.155271;0.07987264;3.210588;
ElbowLeft;0.9007289;0.07309794;3.538292;
WristRight;1.147837;-0.1781923;3.150041;
WristLeft;0.8305048;-0.1631231;3.631699;
HandRight;1.151606;-0.2690986;3.151906;
HandLeft;0.7535893;-0.2117313;3.645891;
Spine;1.022579;0.1518558;3.376176;
HipCenter;1.017069;0.07814415;3.363833;
HipRight;1.030957;-0.01902924;3.231633;
HipLeft;0.9803685;-0.02738862;3.438753;
KneeRight;0.9359198;-0.6198565;3.347064;
KneeLeft;1.08322;-0.6249366;3.455023;
AnkleRight;1.064516;-1.000626;3.284308;
AnkleLeft;1.020675;-0.9793738;3.275759;
FootRight;0.9696413;-1.055637;3.260966;
FootLeft;0.9819236;-1.039272;3.362262;
Head;0.8968415;0.6569827;3.507194;
ShoulderCenter;1.007571;0.5076239;3.462044;
ShoulderRight;1.08039;0.3866701;3.331148;
ShoulderLeft;0.9473302;0.3538972;3.608757;
ElbowRight;1.144512;0.0767304;3.206418;
ElbowLeft;0.881507;0.07766745;3.54174;
WristRight;1.15423;-0.1740714;3.147629;
WristLeft;0.7876564;-0.1233813;3.631338;
HandRight;1.158532;-0.2647424;3.144579;
HandLeft;0.7177428;-0.1785681;3.678993;
Spine;0.9992958;0.1410695;3.37301;
HipCenter;0.9965987;0.06767418;3.35942;
HipRight;1.023227;-0.02023852;3.235887;
HipLeft;0.9634695;-0.03348502;3.428756;
KneeRight;0.9237407;-0.6231702;3.357288;
